"religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017"
9.3,91.1,55.77,28.4,45.4,5616.784475,7.11340995308552,64.833,59.8,22.68245614,24.23413457,35.5,87,71861,36983
16.602273518341,14,13.99,9.2,8.5,1089.713154,5.073224387,78.573,77.5,27.17447081,26.50751203,6.2,0,392,251
18.9,24,24.11,15.1,33.7,1398.36594,6.32738425822593,76.88,74.4,24.86538555,26.56116565,15.5,15,13121,9039
11.9536536263406,2.8,2.11,3.65523945065794,9.4,174.268463,7.97254287311566,83.732,80.1122108387593,27.47839497,26.27166071,1.4,0,1,1
9.4796601847965,156.9,71.04,33.8,34.3,4544.832134,7.39999681800137,61.147,51.7,22.43653817,24.37650146,48.7,68,46002,24251
11.4414248542405,8.1,12.81,7.5,9.84621986487729,879.2413213,8.29615981698814,77.016,75.8,25.82569643,27.96185992,4.9,0,9,7
6.2,12.5,12.06,9.5,6.2,949.6708534,7.587625835,76.667,76,28.01768234,27.79858856,6.3,8,7030,4776
4.8,14.2,10.55,9,2.9,791.1301337,9.72031204849229,75.087,74.4,25.74388941,27.19451321,7.4,0,308,207
4.5,3.5,4.17,3.6,2.6,335.9743509,6.411221076,83.436,82.1,27.71849093,26.87308177,2.2,1,1025,714
11.6,3.5,3.81,3,2.6,281.0260831,9.201562236,81.544,81.1,26.67288696,24.74923974,2.1,0,247,178
14.7,31.7,38.24,17,3.8,3196.537872,6.49732467643573,73.005,70.6,26.24688161,28.15375814,18.2,6,5233,3410
7.89692657948951,12.1,13.61,8.7,6.3,1062.501087,8.3354819330752,73.918,75.1,27.28640266,29.0596084,6.9,0,50,31
16.401770886947,6.2,7.52,5.6,19,533.1194641,7.33167524186603,77.292,76.4,24.895558,24.79195613,1.1,0,107,55
24.6,37.6,34.26,17.3,37.3,3186.298445,6.51136017054963,72.591,71,21.40108169,22.05260608,23.3,108,90109,68140
11.7486341984804,13,13.59,7,5.5,1116.610777,8.070839579,79.19,75.4,26.51546778,29.41101997,8,0,32,24
9.95099430851887,4.4,7.34,4.9,3.7,488.1843388,11.0749430807961,74.791,71.1,26.629948,26.91237453,1.9,1,512,351
18.8,4.1,4.12,3.6,8.7,296.4014971,9.605525429,81.628,80.5,26.8013405,25.74971353,2.2,0,361,236
13.5510304605468,16.5,19.67,10.1,15.9,1652.2555,6.70744427711819,74.623,69.8,27.63242364,30.75287977,8.3,0,126,86
9.54773274769428,99.5,89.8,35,43.7,5390.388716,0,61.771,59.2,22.66670723,24.57959394,31.8,34,21620,12085
14.4642749880198,38.4,32.44,25.2,20,2118.418775,6.12917450656241,71.513,67.7,25.42187349,27.92672885,19.6,8,6255,3737
20.2,6,7.04,5.9,19.8,555.5097578,8.95476932811874,77.401,76.3,26.53071356,25.34013918,4,0,159,141
17.297771444461,53.3,25.14,18.6,26.712564288606,1561.28169,6.11455045951242,69.592,64.1,22.63366824,26.29687711,21.9,1,751,509
3.1,13.3,20.19,10.8,22,1493.520601,7.11235997012544,75.881,74.1,26.47157714,27.03856248,8.9,51,44940,23677
12.6865302659189,10.3,9.97,5.5,9.42339780182253,777.6068771,9.52485262450557,75.86,78.4,27.31810115,27.33141526,4.3,0,52,29
6,10.7,8.56,6.7,6.5,627.6093553,14.62181767,75.046,74,27.32226907,25.93015482,5.6,0,379,231
9.73559786128821,88.6,115.59,32,39.2,6132.224096,7.20859619907977,61.577,58.1,22.25253512,22.1477769,26.7,87,49380,22392
10.3075966067568,81.7,86.61,38.1,39.5,5247.735039,7.39999818700044,61.584,56.1,21.85867709,21.60407468,28.6,31,20389,10359
9.47304925433838,88.7,78.71,33.7,33,4273.025088,0,59.292,54.9,23.65643975,25.22671897,25.7,55,35507,17820
9.9,4.9,5.81,4.3,1.4,465.0432088,7.232596158,82.434,81.8,27.45423618,26.76370753,3.2,2,1819,1178
16.4946112229129,24.3,23.31,13.3,23.7,2002.559261,6.47369233961005,72.981,73,23.80060003,25.42787529,12.2,0,196,136
9.68678050018076,130.5,131.1,41.7,34.5,11915.67596,0,53.283,49.5,22.07918352,23.78232058,42.6,22,14800,7142
10.0318446722996,138.7,122.75,42.4,43,7102.314108,7.39999863100025,54.239,51.1,22.05057441,21.97868164,39.3,80,47731,22314
10.4105970395777,8.1,7.88,6.1,7.5,627.4581196,5.37883863,80.181,81.2,27.99180302,28.34360496,4.9,2,1519,1118
26.3,10.7,13.16,7.9,11.5,720.4156658,7.065046376,76.912,75.4,24.27643908,23.59199764,5.5,165,132753,65418
18.7,15.9,15.61,13.2,19.4,1160.255384,5.8,77.287,73.7,25.990732,26.75453166,8.5,12,9769,6117
14.9835500605174,73.5,50.19,28.9,47.6,3404.656635,6.38886539222346,64.321,62.8,23.36117402,25.76026031,34,1,592,383
14.179659039808,45,59.9,25.1,21.5,3457.201389,6.26880775851146,64.57,61.4,22.39378052,24.22026121,18,7,4385,2418
15.5686441292878,9.7,8.8,7.5,11.9,704.711585,4.181638798,80.279,79.2,26.9095007,28.10500815,6.2,1,491,374
9.36092639777339,94.4,94.67,34.2,47.4,5579.573984,0,57.783,51,23.47829494,24.24784698,37.9,66,45573,25672
11.5025785352296,4.3,4.59,4.1,5,356.288517,8.64830435814103,78.488,77,28.1976285,27.03333448,2.6,0,133,101
15.1381177579508,5.6,5.71,5.3,10.9,381.9394847,7.735580744,78.802,79.2,25.37309739,26.20142057,2.3,1,432,253
13.1276736876027,3.4,3.2,3.6,11.7,251.0092208,6.708211463,80.982,79.9,27.73522915,26.22650471,1.5,0,28,19
9.3,98.3,87.31,36.1,26.3,5794.176295,7.39999848300031,60.681,58.1,21.44356804,22.70869215,30.1,253,160849,80224
10.5,3.5,4.05,3.4,4.3,322.1204886,9.804800291,80.898,80,26.27862334,24.55769869,2.5,0,194,130
14.1857393439426,65.3,48.82,30.8,47,2491.48713,6.21757046960308,67.112,61.6,23.50601857,24.75441969,33.4,1,820,456
15.9093200041015,30.9,33.13,15.4,19.1,2406.219552,5.59678421140797,74.081,73.2,25.68938691,27.56382371,21.7,6,5033,3793
13.7,21.6,19.01,13.9,13.8,1315.719531,6.09711408446358,77.01,75.5,26.76872095,28.0662789,10.8,5,4109,2401
12.5654201185105,24,20.39,11.6,36.9,1592.650397,6.195529916,71.99,70.8,27.93033859,31.69788414,12.8,44,34547,16529
18.6399828585401,16.8,13.49,12.2,30.3,1083.908987,5.15845253,73.317,72.6,26.97990172,28.50102418,8.3,1,1166,608
11.0382861612405,94.1,59.16,35,34.5190568270739,3460.540601,9.88026251260537,58.735,57.1,22.39304404,26.02097699,33.1,2,1316,697
11.9435458845243,3,3.18,4.3,2.3,215.1727847,8.23823395722442,78.745,76.5,27.10832438,26.04526707,1.5,0,30,17
8.1,59.2,60.58,24.9,43.5,4211.644212,7.36796073218068,66.597,63.1,20.11043961,21.11970671,27.7,198,148833,89734
20.7,22.4,27.9,10.9,17.9376331108945,1864.966294,4.767926846,67.444,69.7,26.80560987,29.0032383,9.6,0,340,219
2.2,2.3,2.4,2.8,1.9,182.3905576,9.493801965,81.908,80.5,26.54581549,25.68118239,1.3,0,100,68
10.5,4.3,4.25,3.6,8.6,313.2303763,8.496422292,82.659,81.8,26.07234717,24.3122892,2.2,3,2297,1529
17.0796505518019,52.2,40.51,23.1,23.5,3404.89869,6.78899477213882,66.467,63.7,24.14419589,26.69545578,23.2,2,1368,901
12.6593783022451,68.9,51.2,28.5,49.3,3450.537925,7.54018467342068,62.05,59.8,23.55791801,24.65288872,29.9,3,2279,1512
7.64279822934111,11.9,12.34,8.1,2.2,943.1186411,9.40362102039315,73.767,74.6,27.68977139,27.87763074,7.2,1,467,318
8.8,3.7,3.88,3,2.7,325.4044188,8.27733490284247,81.326,80.6,27.48449232,26.00994709,2.1,3,2346,1588
10.1,61.6,62.76,26.2,34.9,3779.929326,9.13889772978462,64.074,61,22.59033672,25.38987538,28.3,44,32021,21363
19.4,4.1,4.92,3.5,13.1,352.2865839,9.600140959,82.239,80.6,27.65624943,26.9157422,2.9,0,318,214
14.4043738590862,29.1,26.83,16,35,2194.79736,5.134811372,74.302,71.5,25.83059531,27.49113119,13.4,12,9219,4557
9.39832311892581,93.7,103.06,31.2,48.3,6132.247871,0,61.602,58,22.46822914,23.48420628,31.3,41,25401,13444
9.37587856739694,92.5,80.62,38.4,41.9,5215.989147,14.4849126505693,58.322,54.7,22.85539546,24.15697009,39.7,5,3390,2178
14.5047328853418,39.4,28.64,19.5,10.7,2003.709588,6.637814579,69.906,66.3,25.18206707,27.95808006,22.8,0,306,225
13.0800467800401,69,63.54,28.6,38.3,4916.711501,7.12627996787508,64.001,62.3,26.62422204,24.34822336,25.4,19,15258,8030
15.9796479798255,20.4,15.92,18.1,22.7,1091.73737,5.6,75.27,72.8,26.00910489,27.85207042,11,3,2633,1725
11.198993873742,6.2,5.23,4.7,3.2,394.3886029,13.04478867,76.875,75,28.39520228,26.65430385,3.5,0,346,217
12,2,2.46,2.4,2.6,150.2604665,8.28235973190995,82.993,82.3,27.16196688,25.5912036,0.9,0,6,4
20.8,47.7,40.83,21.4,38.7,3622.58324,7.4,69.656,67.5,21.81452731,22.00366557,27.7,1040,876086,571527
8.4,27.2,29.15,14.8,16.5,2249.603275,6.10893120065704,71.716,68.6,22.58718339,23.90401041,13.5,109,90145,56952
7.7,15.5,15.91,9,4.9,1392.306919,7.24732187168448,76.677,75.1,25.39401948,27.2634146,9.5,21,17961,12000
13.6530097121847,32,25.65,17.3,27.2,1913.346863,5.76069149155233,70.604,69.2,27.9517395,29.94273994,18.4,30,23339,15085
9.5,3.6,3.73,2.8,2.9,310.7764911,6.237350568,82.305,80.6,28.09450077,27.20344034,2.3,0,199,138
11.6682418248466,4,3.85,3.3,7,285.1116599,5.162098361,82.972,82.1,27.82790048,27.12482237,2.1,1,510,338
18.3,3.4,3.5,2.9,10.5,265.355629,9.713207516,83.512,82.8,26.64890335,24.85762136,2.1,1,1243,875
11.7447788842617,15.7,15.6,11,5.6,1665.110074,6.7,74.475,75.4,25.97758141,29.86594518,11.6,1,625,504
10.8,2.7,2.76,2.9,1.6,182.5704198,8.951731761,84.629,83.3,23.68088582,21.82460637,0.9,2,1720,966
11.6060974688268,17.9,14.91,10.7,16.9,1573.533901,6.1309523608207,74.526,73.8,28.50538669,30.08778993,10.6,4,3764,2656
11.3147710313182,14.1,15.82,10.1,3.2,1142.521387,7.85707731693619,73.597,69.1,26.48649063,26.66546632,7,5,4070,2466
14.2265068832853,50.6,48.15,22.8,22.9,3504.208152,6.63412126462422,66.699,60.6,22.22532695,24.58874859,22.2,60,46373,26742
9.55434886175509,8.6,8.36,6.3,17.8,640.673225,11.5913172882756,75.489,74.3,29.19359451,30.66093207,3.2,0,384,274
12.9966334895352,21.3,22.07,12.1,5,1820.068974,6.0854040554572,71.45,70.3,26.13858825,27.43290879,11.5,3,2754,2101
7.8,7.9,5.54,5.9,3.7,374.9379534,12.1127711494529,75.292,73.9,27.19496331,26.45084333,5.2,0,76,48
9.5,8.3,7.81,6.7,6.2,582.5027634,8.10851417621612,78.93,78.9,28.1243274,27.64767452,4.8,1,1030,635
13.0903584549343,97.1,76.76,28.5,21.9,4508.359369,5.9679580852222,54.331,49.5,22.81298191,27.1352051,32.7,3,2078,1106
13.256908771789,69.9,78.9,27.5,42.9,4654.678674,7.39999674400143,64.104,60.3,23.17230055,25.19952427,24.1,10,6860,3503
14.3242203839706,13.4,14.6,14.1,14.8260573385847,685.4828238,6.53137244097631,72.913,71.5,27.05258408,29.56632955,7.2,1,842,511
13.2296258783166,17.7422723890108,17.0823118313803,11.6410242088111,15.662538057682,1290.87847920843,6.60335456458099,82.494,74.0512576503634,26.5437282459045,27.6459276487378,9.64551699347646,13.3700495152273,11027.2783371058,6619.85586636748
10.1845042430422,4,5.17,5.4,4.5,387.5722797,11.7609532605042,75.933,73.1,27.21831369,26.05921691,2.5,0,114,65
11.5862647893955,1.9,2.37,3.4,9.4,166.9540009,7.96393901648147,82.25,81.3,27.24497208,25.75479558,0.9,0,11,7
13.6908018740457,49.6,78.11,21.3,35,5515.980977,7.14849053476781,67.041,64.5,21.57781202,21.14453119,19.7,72,50976,25725
10.2265515633829,65.4,70.85,30.3,28.4,4574.614403,0,64.263,61,22.59813348,23.26532312,21.8,38,26610,15299
13.5581085815758,8.2,7.79,5.9,15.6,573.4911005,9.78442216073081,76.156,74.5,25.40068289,26.30422774,3.9,4,2978,2002
19.9474461684232,8.6,8.47,5.7,40,627.7546001,6.53242454727261,78.921,76.4,24.84316797,26.55675736,4.9,0,43,33
9.88407947925251,114.7,127.42,36.8,46.2,7457.332333,7.06504390323463,59.306,57.2,22.99991795,23.18221551,37.8,104,61503,34654
11.2546845707417,5.9,6.56,4,6.9,510.3950935,7.15497598150923,82.53,80.3,27.9549695,26.59676335,4.4,0,22,17
13.0663819055452,84.7,49.27,32.6,40.8,3387.681805,5.98185671282888,64.925,62.8,23.36943897,26.75406167,35.7,5,3897,2580
17.1646715437499,13.5,14.74,8.9,13.2,1223.68286,7.128447902,74.991,74.1,24.67017349,26.06693249,8.4,0,151,112
26.4,13.2,17.38,12.3,17.1,1090.74491,5.239538336,75.054,76.5,27.63516419,28.5927059,7,33,26935,14311
11.6558312272503,15.8,16.36,9.6,7.3,1415.151935,7.40709282648836,71.901,71.3,26.78111685,27.58411562,11.9,1,509,420
11.8013064691701,3.5,5.44351393549418,4.31093400073176,7.61178954696038,414.019625454183,8.69730726350588,86.751,79.9926095293628,26.3754510201618,25.1575021914282,1.9,1.52993722180297,1319.26517024236,839.231278875075
12.7109212901312,4.7,4.26,4.4,7.4,322.9366836,9.93378896845713,76.884,76,27.17491841,26.29841226,3.1,0,23,17
5.4,27.6,21.93,14,17.3564004255523,1974.792896,7.3573275627916,76.68,73.6,25.5612347,26.69405022,17.6,14,11758,8099
9.37821994704783,80.6,79.13,35.6,33.8,5656.85676,0,60.854,54.6,22.06723557,23.49925099,27.1,73,53899,25060
16.1312716476494,50,48.97,24,26.9,3744.050998,7.22490162529876,67.134,65.6,22.31810837,23.16920511,26.4,39,32114,18485
18.0997590818351,46.7,43.6,20.2,25,2983.073149,6.16352199439237,63.708,64.3,23.05884274,25.54331027,15.9,2,1737,964
16.6882412812366,35.8,32.46,16.6,40.9,2634.820986,6.05788648858488,70.778,69,22.62258358,22.54971901,22.2,19,16232,11568
16.4,3.8,4.27,3,5.3,331.5925856,8.188873369,82.283,81.3,26.1427578,25.25583137,2.4,1,571,427
10.3551946727396,5.7,4.96,4.3,1.7,385.6312521,6.711154363,82.288,81.6,28.29108535,28.1097167,3.1,0,229,148
17.3417298425827,22.1,17.19,12.9,25.7,1309.024948,5.44545828320735,74.485,74.5,26.67507287,28.13943727,9.8,2,1783,1173
9.20714872379518,95.5,112,34.9,35,4907.39445,7.39999659600157,62.42,60.7,21.45848169,22.38324661,26.8,97,46965,22565
9.7,108.8,109.47,37.4,38.1,6546.835153,7.26238226095831,54.687,52.3,22.64855815,24.03240199,34.3,789,483195,268744
10.5554246173487,2.5,2.87,2.7,6.1,213.1982104,8.487801406,82.404,81.3,27.43953645,26.26415039,1.5,0,128,88
15.3053778955144,11.6,11.28,7.1,10.9300999519067,929.9181875,8.68422883709753,77.861,76.4,26.52521415,26.45759051,5.2,1,751,501
8.5,81.1,58.47,31,46.2,5066.508545,7.2753836093032,67.273,65.9,23.41747955,24.80713807,45.5,339,286091,209942
22.6,17,18.62,11.5,12.5,1356.533959,5.1,78.506,77.3,26.33225151,27.84507405,9.6,1,949,545
18.5,57.3,57.46,25.3,11.5,3401.46013,7.39315041766992,64.501,62.3,25.39883144,26.00865594,24.5,14,9985,5619
12.7177935916895,20.5,15.52,18,16.7,1099.695421,7.2914816190697,74.254,72.7,26.707868,27.13007968,10.9,2,1600,664
20.5,16.9,17.16,13.2,15.3,1221.789271,5.8963288109535,76.736,74.2,26.3662965,27.27829945,8.2,12,9203,5116
13.9,28,29.4,14.4,11.6,2014.11833,4.997056098,71.231,68,22.89963784,23.60315367,12.6,66,49489,29690
10.6,5.2,4.81,4.7,4.7,366.3242414,9.912034939,78.73,77.1,27.63955019,26.15003733,3.1,2,1323,948
5.6,3.6,3.94,2.9,16.3,272.3945502,9.952576517,82.049,80.5,26.27238812,25.30196049,2,0,231,153
11.6947269162801,7.7,7.95,5.9,11.4,543.0833892,7.60922396417255,80.227,77.9,28.93386095,30.37723605,3.8,0,167,105
11.9,11.1,9.63,6.8,6.3,707.6400662,12.11507547,76.054,74.5,27.3277675,27.02751136,6.3,2,1294,739
8.8,9.6,8.36,8,2.2,559.0535331,14.19155127,72.584,69.8,25.98863335,26.69187846,5,12,9572,6461
17.7746543768054,42,50.68,23.8,29.3,3419.415576,6.32922131738721,69.024,63.1,21.28077014,22.75714568,18.7,19,13751,7656
11.6309995625541,2.9,7.42916379270247,5.7240332113279,8.56481273049378,562.504612232713,8.96154722755061,84.972,78.0754033383401,26.7833021617811,26.2986578172056,0.7,3.49685590046579,2847.28356015803,1711.71319424803
15.1051744600987,47.3,34.06,25.9,18.3,2539.717063,6.01104642943347,70.385,66.2,23.9792431,25.76122035,17.1,0,123,70
2.2,14.5,8.23,8.9,16.2,735.4565519,8.56231064027833,75.133,74.1,28.13973836,29.50637747,7.9,4,3670,2419
16.9536736608612,47.2,53.14,21.1,46.5,3397.166798,6.76986158784593,67.941,65.8,21.90378795,24.13324951,20.8,23,16159,9798
13.6,6.7,5.61,7.1,8.1,437.1464594,21.8,76.001,74.6,26.78923098,25.73872813,4.2,0,366,259
9.8558286528502,120.4,117.82,39.8,47.3,7942.533669,7.39999630000185,54.696,50.2,21.9114498,23.58342185,34.9,30,20114,9056
13.352567599469,2.7,2.12,2.6,8.2,129.2178014,3.428703184,83.62,82.6,24.4019799,23.14285847,1,0,80,46
11.4938388873712,6.7,6.52,5.2,1.4,477.7632175,11.4623416261442,77.542,76,27.54900625,25.72590086,4.2,0,255,153
19.4,2.7,2.32,3,2.2,166.0980378,8.38122252568793,81.324,80.1,26.78385887,26.73878467,1.4,0,33,26
9.35889917508256,136.8,110.4,38.9,39.6026177079101,5708.750822,0,57.397,54.9,22.54632092,23.96891503,39.7,56,36737,17095
12.1,42.1,35.87,20.3,14.3,2400.860333,5.96804958590649,64.131,57.1,25.10522536,29.59192125,11,33,25773,12661
17.5,3.5,3.54,5.88776286110599,11.9062020977574,269.2028526,7.97741839417833,83.033,81.4,24.465566,23.1632351,1.6,1,1146,637
9.79523780721146,92.6,111.26,37,39.6,8361.238892,0,57.846,55.1,22.4468167400073,23.6504295899787,39.3,47,31687,15380
10.7,4.1,3.47,3,18.6,266.2264833,8.232298816,83.565,82.3,27.162678,24.92999859,2.8,1,1080,718
21.2685251458384,8.7,9.29,7.1,12.8,684.2390101,6.226843558,76.978,74.6,22.6383471,23.83638768,5.4,2,2034,1533
11.817807762774,70.1,52.66,27.9,42.5,4236.793727,7.04316472045141,65.311,63.1,23.29135867,26.12280796,29.8,68,53535,31836
16.016687114356,21.3,31.56,12.4,15.6,2669.594504,6.16462192705069,71.682,70.9,25.49760616,27.91742678,11.5,0,250,172
5.6,3,3.03,2.7,3.7,226.383117,9.648729394,82.797,81.9,26.86405077,25.45995973,1.6,0,269,176
10.8123570339449,3.9,4.04,3.5,2.4,322.5397396,7.986043718,83.779,82.7,26.8336985,23.81875224,2.7,0,283,222
12.6237493517731,12.9,18.76,13,13.4940447789908,966.093174,6.93640334717757,72.697,69.5,27.55826342,29.48096759,7,6,2549,1530
15.3040440086443,44.8,52.39,20.1,6.5,3424.604178,7.69352999690864,71.097,69.1,26.00734586,26.49672721,20.5,11,9273,5133
12.2018064297569,48.4,65.16,24.9,27,4409.899208,7.06348986172534,65.456,64,22.4032439,24.15816268,18.8,117,83483,46621
33.9,12.3,9.55,9.3,13.3,680.4701023,6.76416161434319,77.15,74.1,24.00077018,25.11073257,6.7,6,4243,2808
11.0368419081258,78.4,72.99,30.5,38.9,4157.182236,7.39999866800024,61.042,59,22.58918749,24.64166822,26.7,14,8958,5239
16.5654906511321,20.4,18.64,15.6,14.8754275329604,1580.667616,7.3,73.507,70.2,26.77531848,28.88155719,13.2,0,278,200
16.9,14,11.72,10.7,34.6,874.124594,7.09905050532273,76.699,74.6,25.72641503,27.30753368,8.2,2,1492,1043
7.5,13.5,15.21,9.6,13.5,1223.451749,7.84735283027972,77.691,74.8,27.27430057,28.94223386,7.1,17,13702,9035
10.9052959349647,59.5,66.57,32.5,27.9,4238.49771,6.47812422564366,63.368,57.2,21.61129409,23.34475139,18.7,87,62319,35822
11.2,9,10.55,7.5,3.6,721.1484544,11.5257631690941,72.065,70.7,27.08648953,26.40652804,5.5,4,3130,1923
11.2589986608161,6.8,7.75,5.2,8.63898465905178,983.2475599,8.01890359904444,77.972,76.7,28.18800439,29.63816231,3.5,1,743,522
9.6,4.2,4.93,4,3.7,387.5656751,8.11762371504791,81.321,80.4,27.47505756,27.15190484,2.4,4,3011,2107
10.5,6.5,7.37,5.6,5.5,568.4556511,7.75706772945397,78.862,78.9,29.01322022,29.07070589,3.6,26,22093,14838
11.321156973466,10.1,10.31,9,7.4,784.2311615,9.620208207,77.911,77,27.52969676,27.55825768,5.1,0,371,238
12.3897684074937,39.1,26.73,17,0.8,1786.308659,7.16670217377291,71.725,68.2,26.48810362,27.6582837,20.4,15,12036,7585
14.4166580274208,14.9,17.12,10.5,12.9,1322.125254,4.441129899,72.064,73.9,26.70960031,26.93984073,8.9,9,7541,5331
26,21.7,15.2,12.7,17.6,975.9281467,6.2796589241338,75.4,75.6,21.97052794,21.9405938,11.4,19,14689,9812
14.3610311082851,47.5,46.98,24.9,46.1,3651.551117,7.00929669973745,66.125,63.5,23.72669657,24.19770906,22.1,45,36368,20698
11.1402103807997,67.8,70.48,28.8,21.7,4204.166619,7.39999674400143,63.886,58.8,21.44802712,23.83398161,21.4,37,25494,13524
12.7159563191318,79.6,60.91,26.6,16.8,4156.238275,6.07838025214036,61.49,54.8,22.30135343,25.43148733,23.5,25,18772,10558
13,3.4,3.26,3.3,1.6,212.3376553,8.52464889154106,79.376,78.3,28.18887918,26.43610997,1.8,0,230,137
