"","total_confirmed_deaths_due_to_covid_19_per_million_people","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019"
"128",235.576,14.3323602,12.3150791,8.2816983,8.2816983,0.68,0.27,0.946419589,0.4014726,4.487136499,1.407956183,0.597257112,6.675360119,8.8,47.51,314.92,48.99,21.32,14.53,9.8,103.46,4.74,1.16,0.9,69.23,3.78,27,22.9,33.7
"129",30.599,12.5771361,12.1315271,9.6872886,9.6872886,1.09,0.32,4499.728056,7189.719514,13795.64303,99.7710881,159.4154425,305.8865555,18.6,26.69,479.9,136.48,29.37,83.94,26.91,93.89,27.79,3.76,8.52,118.3,2.33,8.6,6,11.3
"130",367.39528,24.7751215,21.5507927,21.1574305,21.1574305,0.38,0.25,674.91968489235,1167.6213402743,2254.35922708469,81.84562188311,138.81869211935,232.5376368154,13.141,49.2306,508.003200000001,181.9959,67.4636,113.67,31.0746,352.2383,40.6445,3.669,8.5829,141.076,2.5734,55.3,51.8,58.8
"131",614.17,8.9030156,9.7735384,9.5552917,9.5552917,0.45,0.17,7.427532739,15.91527833,27.84035356,3.324486531,7.123513324,12.46105317,12.62,37.95,154.03,44.05,27.31,23.09,13.56,67.45,12.12,0.23,1.38,100.48,2.59,22.7,17.8,27.6
"132",0.782,15.357027,14.3210734,11.6053098,11.6053098,0.81,0.31,165.6399375,390.6303765,503.4274706,139.86466,329.8442733,425.0889797,2.1,40.26,591.54,208.12,59.11,343.05,44.8,183.05,37.4,2.21,6.95,121.58,1.91,21.3,16.6,25.8
"133",186.049,8.0133105,8.2721305,7.1140043,7.1140043,0.53,0.19,13.59930623,19.00140258,41.51117122,5.124776849,7.160508515,15.64311338,19.7,48.56,271.74,82.11,38.59,30.83,15.03,109.31,22.5,0.27,1.96,134.45,2.54,20.3,17.1,23.4
"134",1038.977,7.2325752,8.0752417,7.4633108,7.4633108,0.37,0.12,92.34946292,215.8098729,306.8221766,5.336122467,12.46989289,17.72875183,11.6,28.63,108.51,24.82,24.06,31.1,21.3,48.66,15.92,0.29,1.05,106.09,2.73,19.7,15.2,24.2
"135",64.363,7.0508844,7.272278,6.129182,6.129182,1.21,0.27,209.3515731,248.7301522,933.5777717,7.15699953,8.503215697,31.9157653,46.6,47.6,427.92,130.68,50.55,68.78,19.18,111.57,26.94,1.21,2.83,119.22,2.92,6.4,5.2,7.5
"136",121.94,8.394709,6.9763247,9.2658867,9.2658867,0.25,0.1,5.607770888,10.23089526,58.76978116,0.136956892,0.249866059,1.435316582,68.73,29.41,283.08,56.8,7.6,18.6,15.09,22.3,15.08,0.09,0.35,169.81,4.48,23.1,23.7,22.2
"137",232.526,8.4291863,5.2866095,7.7590325,7.7590325,0.44,0.16,4.287564851,15.85104615,13.89678485,0.263138121,0.972816656,0.85287896,28.87,41.34,155.11,58.28,12.82,26.91,12.6,39.07,11.78,0.18,0.34,140.76,3.32,20.8,20.3,21.2
"138",79.832,18.9393887,18.7735012,13.1857956,13.1857956,0.61,0.29,0.039604142,0.031086478,0.172933288,0.269181861,0.21128891,1.17539483,18.5,48.45,187.72,24.99,25.77,10.5,12.09,108.6,7.22,0.37,0.43,81.64,4.24,35.1,32.5,43.1
"139",341.725,7.2931016,6.3776748,8.3916512,8.3916512,0.35,0.14,2.216485464,13.30823442,20.71738689,0.093683425,0.562494546,0.875654634,47.02,28.99,430.29,140.81,8.67,21.46,33.93,17.24,12.78,0.45,0.42,150.5,4.41,22.5,23.4,21.6
"140",182.198,7.4159878,7.9515761,10.2981062,10.2981062,0.37,0.15,8.243218999,41.06300511,53.11255104,0.064354799,0.320578824,0.414649613,56.75,27.98,562.81,168.05,5.21,17.96,25.92,16.04,20.19,0.15,0.96,147.5,3.98,23.1,18.1,26.9
"141",2.702,4.2869468,4.5413895,2.9881491,2.9881491,0.91,0.19,345.4228302,482.9915163,623.1221629,158.9349501,222.2326546,286.709161,1.7,41.11,268.13,82.99,10.84,47.21,26.66,60.85,41.92,4.55,19.02,133.87,2.28,5.8,1.9,9.3
"142",410.60425,12.6933192,16.3036417,16.9508768,16.9508768,0.58,0.25,236.89654527448,354.43172471132,549.13470502444,47.89198488611,90.14449905947,130.646268702,12.39,42.7986,497.4616,157.4968,54.1245,78.4324,28.5464,175.0178,33.1413,1.5873,3.9618,130.2429,2.6721,22.9,15.3,30.1
"143",82.77494,13.7422047,15.1406024,15.4551671,15.4551671,0.57,0.23,0.283352436,0.594360217,1.491103966,2.43436171,5.106318381,12.81050005,15.97135,32.06,215.09,69.38,26.65,23.7,15.82,97.99,10.7,0.15,1.23,129.55,2.77,19.7,12,27
"144",135.99309,9.3436029,11.8484475,11.666134,11.666134,0.52,0.22,0.39938264,0.641402054,1.360602246,5.086883564,8.169452647,17.32980982,15.97745,31.09,366.32,103.23,34.21,18.55,15.88,154.14,21.14,0.1,1.71,183.09,2.65,23.7,16.6,31
"145",164.42589,22.6574192,26.571054,25.1065113,25.1065113,0.18,0.11,0.240711205,0.300389353,2.01008098,3.944089158,4.921924538,32.93547795,16,53.3,389.59,120.01,62.76,60,18.22,180.8,19.64,0.86,1.93,106.54,2.87,47.3,39.9,55
"146",1237.551,9.128013704,9.667384752,7.833078244,7.943139663,0.5198,0.1814,262.42944300308,385.59585894726,526.61593381724,48.18019306779,88.15219477177,122.7524941691,10.94235,41.5823,353.5399,113.0395,36.6548,61.8519,31.0606,106.6322,33.1091,1.3047,4.082,127.4798,2.6106,19.643,14.15,24.836
"147",68.443,8.3453454,7.7847396,5.7104621,5.7104621,0.23,0.07,1.182479901,1.665138708,2.506077838,26.45064956,37.24714506,56.0579394,10.3235,28.01,293.65,122.56,43.5,104.05,69.35,81,33.28,1.83,5.23,130.31,1.94,12.4,7.2,16.9
"148",153.071,17.6139625,17.0134147,13.8250458,13.8250458,0.59,0.29,10.38224065,6.15515015,37.75978201,2.314998101,1.372455271,8.419552829,9.6,51.42,301.43,84.77,44.64,22.13,19.1,85.1,6.27,0.97,0.69,90.21,3.92,35.4,30.8,42.3
"149",19.231,7.5161234,7.3062892,5.2602757,5.2602757,0.31,0.09,651.8171428,969.9338695,1297.648909,200.9618256,299.0404337,400.0782989,1.4,36.95,356.79,110.4,26.55,55.25,32.31,90.21,36.77,3.85,25.53,148.91,2.38,8.8,4,12.9
"150",117.274,7.2703366,6.4741997,8.4988801,8.4988801,0.45,0.17,1.50719623,5.292796122,17.18284253,0.153524584,0.539129749,1.750262313,40.2602,29.92,398.67,116.96,14.08,24.53,9.24,38.43,16.61,0.06,0.41,174.37,4.3,21.5,21.1,21.8
"151",87.48116,10.3003167,10.4253758,10.5117947,10.5117947,1.23,0.47,0.153337457,0.280043343,0.933622301,3.027441991,5.529079401,18.43311747,16.9916,47.22,289.36,56.34,48.93,33.38,22.32,93.95,28.26,1,4.82,162.39,3.11,14,7.6,20.5
"152",9.277,7.1035396,6.6353241,4.6419825,4.6419825,0.31,0.09,406.241183,601.0625282,797.2303555,261.8330403,387.4004798,513.8357621,2.4,31.04,386.95,125.83,23.09,54.01,36.69,86.5,40.23,4.91,31.04,138.42,1.97,8.7,3.8,13.3
"153",4.786,9.3643048,6.542572,7.6571868,7.6571868,1.62,0.32,0.525654718,0.322362997,1.520959215,0.154520554,0.094761271,0.447098548,30.49,38.86,111.1,22.84,13.66,11.72,3.59,22.56,5.14,0.09,0.16,111.78,3.03,6.1,5.8,6.3
"154",32.237,8.1699695,6.3083978,8.1008882,8.1008882,0.36,0.13,0.303444641,0.45204238,2.821787954,0.058192301,0.086689243,0.541140991,52.55,30.25,356.91,65.66,9.5,14.18,21.04,24.19,15.67,0.08,0.5,168.04,4.62,20.5,21,19.9
"155",92.355,7.2928867,6.9791175,9.8495225,9.8495225,0.35,0.13,0.121865262,0.243813876,0.923074812,0.045131477,0.090293823,0.341850739,48.75,29.73,190.44,41.24,5.36,16.04,16.27,18.47,12.91,0.03,0.23,154.68,4.63,20.2,19.4,21
"156",211.36392,12.6337645,15.1037991,11.7706089,11.7706089,0.83,0.32,2.426774443,10.01377305,12.31758065,19.70335513,81.30336427,100.0083327,14.8,49.2,666.43,239.88,86.5,143.2,26.4,282.41,38.27,2,3.4,158.94,2.68,22.5,17.9,27.1
"157",6.544,7.4372867,6.2462293,4.5081573,4.5081573,0.77,0.21,445.4531298,649.511717,847.137449,211.6770966,308.6447154,402.5554735,3.5,37.27,473.9,153.48,17.59,56.13,40.43,86.18,60.12,6.26,33.84,163.49,1.94,8.3,3.9,12.3
"158",321.251,9.666581,12.631978,11.7505881,11.7505881,0.29,0.15,1615.847969,2133.078229,3282.365464,77.47605523,102.2760123,157.3815934,24.88,33.38,249.35,76.83,27.55,57.55,11.73,130.7,20.26,0.54,5.62,133.23,2.11,28.3,15.4,39.6
"159",8.992,9.3042505,6.7262088,8.4375467,8.4375467,1.5,0.23,38.68146316,24.06495766,112.2496836,0.800516322,0.49802644,2.323017191,40.27,53.73,123.61,54.53,9.74,20.25,14.51,36.6,8.72,0.21,0.26,146.57,3,4.7,4.4,4.8
"160",5.003,7.49046675,6.471259163,4.605612312,4.5444451,0.6155,0.1839,460.8228436,690.4437055,882.7365556,342.9839182,513.8874748,657.0083207,4.231,34.75,326.17,106.68,12.64,44.84,26.75,66.45,48.15,4.32,32.47,126.2,1.69,8.051,3.815,11.959
"161",754.96,8.5417676,5.6802586,8.2329689,8.2329689,0.29,0.12,23.59704663,9.975476802,36.93878373,0.368017975,0.155576875,0.576094822,45.1,46.26,117.28,26.87,9.39,30.04,9.64,24.84,12,0.18,0.32,129.92,3.96,23.8,24.6,22.8
"162",0.887,7.0219834,7.712655,8.4048689,8.4048689,1.57,0.34,66.51201084,196.3430677,361.5068164,5.407416978,15.96266335,29.39045252,9.1,41.92,226.84,61.04,23.41,56.53,21.57,89.52,6.2,0.07,2.56,74.72,3.31,5.2,2.9,7.3
"163",19.088,8.3090898,9.4724273,7.1762183,7.1762183,0.5846,0.2112,202.4042067,336.5655065,428.0380857,24.86748244,41.35060708,52.58897408,0.9,43.15,449.28,115.47,37.59,48.64,20.8,79.78,17.03,0.84,3.01,94.4,3.24,16.606,9.987,21.676
"164",189.215,10.946402,13.5358311,13.4875486,13.4875486,0.48,0.21,3.093831384,3.554315911,10.1918065,10.47416438,12.03313449,34.5043551,13.2,35.76,331.98,120.76,45.27,24.15,20.81,126.09,26.27,0.38,2.57,140.51,2.86,26.4,18.9,33.7
"165",585.983,5.8450484,3.9519066,5.9741604,5.9741604,0.22,0.08,16.09295052,12.6039573,16.62200002,1.111636484,0.870630825,1.148181102,20.27,40.27,166.31,35.6,6.45,20.67,6.35,20.46,9.59,0.06,0.22,134.55,4.29,20.6,23.1,18.1
"166",222.887,5.2982009,2.8276539,4.3539265,4.3539265,0.29,0.11,4.994817772,3.566223667,4.817742025,0.444491847,0.317360396,0.42873377,31.85,43.39,130.34,24.76,7.72,17.62,6.87,20.54,9.92,0.65,0.2,120.55,4,19.5,22.2,16.9
"167",15.714,13.9683956,15.2886327,12.6454502,12.6454502,0.32,0.14,2.014161609,2.773388032,8.367179624,0.356202074,0.49047036,1.47972572,30.5,48.87,432.24,60.34,23.78,31.29,12.48,48.55,7.67,0.06,1.79,67.4,3.43,27.8,20.9,34.8
"168",8.493,10.2708067,9.9071062,7.597814,7.597814,0.53,0.16,4.808756272,15.30106375,17.05428184,2.620079653,8.336876216,9.29212759,6.48,27.4,515.37,154.33,11.63,47.15,28.61,37.83,10.94,1.53,4.82,83.38,3.47,14.2,11.6,16.7
"169",0.352,6.0174174,6.1468618,4.455715,4.455715,0.6,0.17,1968.689517,2737.774677,3648.140032,181.5023339,252.407751,336.3384242,2,40.72,327,79.07,13.25,40.71,29.07,66.93,41.64,5.21,20.03,146.77,2.6,8.4,4,12.7
"170",0.845,8.2871193,8.7565508,10.1013816,10.1013816,0.7,0.21,532.4150149,127.4248549,2210.900036,10.32338007,2.470732738,42.86874096,15.92,45.4,132.19,48.19,28.12,32.73,15.63,64.99,13.62,0.49,1.48,129.54,3.35,10,7,12.7
"171",91.78285,5.3768121,5.5188259,4.1040317,4.1040317,2.57,0.41,11.48064684,36.95382136,46.48195163,27.76697859,89.37614581,112.4207872,20.04125,52.43,329.97,117.57,17.62,65.42,16.14,48.09,27.29,0.85,2.69,96.56,3.09,3.8,2.6,4.9
"172",6.523,7.252472,7.0262178,4.9975307,4.9975307,0.71,0.2,219.2836653,313.665578,428.7211848,168.2380822,240.6494584,328.9220372,2.4,34.13,386.86,123.71,18.84,56.29,34.26,71.77,39.43,4.32,20.51,145.27,2.26,8.4,3.9,12.5
"173",190.61741,21.911042,26.3599192,24.5182123,24.5182123,0.3,0.18,0.186551936,0.528367815,1.378481785,4.373741167,12.38767131,32.31873474,15.0235,49.38,274.78,83.93,61.85,66.87,18.7,228.38,42.24,8.97,8.57,189.7,2.6,48.2,41.4,54.5
"174",75.742,10.4106402,12.9583853,14.0860047,14.0860047,0.72,0.29,2.02676184,2.609978705,8.190175784,2.123761395,2.734890654,8.582152476,14.89,32.12,304.78,80.09,30.11,19.5,12.6,168.86,20.62,0.3,1.24,130.92,2.73,18.6,10.8,26
"175",83.174,12.1266469,12.8581778,12.6824945,12.6824945,0.36,0.16,10.38189492,16.63849385,43.2067874,1.66781857,2.672921392,6.941033689,27.1,53.92,282.73,65.66,31.6,27.33,12.18,67.66,8.79,0.44,0.91,105.1,3.68,26.9,19.1,34.3
"176",117.976,13.0451608,14.1696724,14.205187,14.205187,0.41,0.19,31.97276294,39.61941784,154.3051901,0.686735894,0.850976701,3.314287001,44.1,56.98,193.37,39.38,20.59,37.57,7.08,54.35,7.19,0.7,0.62,112.72,3.48,32.1,24.4,39.2
"177",194.9158,12.3522917,11.9818717,10.3663717,10.3663717,0.38,0.13,0.392719106,1.578034081,1.949179031,0.261418361,1.050438027,1.297495283,18.3,25.88,602.58,139.15,24.91,14.27,54.07,51.27,8.91,1.45,1.62,85.46,3.61,18.6,15.9,20.9
"178",372.1168,23.2480556,24.2970242,23.8471629,23.8471629,0.34,0.22,751.48006234063,1248.37057541959,2185.9457876714,80.84525373661,145.61603269927,230.3418293374,13.1809,50.1264,503.0012,183.8667,65.1774,114.4679,30.6845,327.2528,41.9111,4.267,8.8981,150.4034,2.5964,51.6,47,56.2
"179",2.252,4.4017746,4.736887,2.9922044,2.9922044,0.79,0.17,1041.240813,1543.876411,1970.54167,186.7924903,276.9623662,353.5036094,3.3,39.2,306.9,100.29,14.65,50.43,30.96,73.48,50.53,4.33,23.58,179.41,2.21,5.3,1.8,8.6
"180",150.685,7.4189136,7.1748896,9.7013798,9.7013798,0.25,0.11,5.146238766,25.0387715,32.77647672,0.10966075,0.533548982,0.698431063,47.16,27.65,593.07,115.9,3.73,19.56,28.92,11,11.96,0.31,0.96,126.22,3.87,24.1,22,25.7
"181",48.734,15.0211902,15.402467,8.4996671,8.4996671,0.67,0.3,1.350489119,0.359605262,6.190059715,3.99414076,1.063550985,18.30741875,12.7,46.89,339.84,89.9,39.1,36.77,11.37,94.72,9.29,0.61,2.98,98.2,4.21,31.7,27.5,41
"182",668.253,6.6201465,4.9460228,6.9210203,6.9210203,0.16,0.07,30.49522397,5.643354009,36.4053406,0.366635441,0.067848447,0.437691099,37.58,41.6,145.01,36.6,5.26,37.1,10.64,18.3,15.72,0.07,0.4,158.8,4.11,27.8,26.9,28.6
"183",684.958,8.1696543,6.4363376,8.346949,8.346949,0.29,0.16,198.1417956,448.8719521,231.454478,0.59985371,1.358913223,0.700704397,44.11,42.14,176.43,34.28,16.46,38.71,14.14,41.69,10.49,0.25,0.4,145.11,5.07,36.2,35.5,37
"184",15.545,9.1377699,9.7827532,11.9341041,11.9341041,0.21,0.1,7.202059673,5.503096917,39.85485395,2.012371296,1.537653779,11.13608714,46.16,29.37,185.95,62.21,14.4,38.5,11.87,42.13,18.53,0.19,0.4,190.63,4.86,27.9,24.9,30.6
"185",16.642,10.4833885,10.7044365,9.0691813,9.0691813,0.45,0.15,1.328324469,6.321237652,5.530351017,0.169033263,0.804396406,0.703753715,10.98,26.49,696.86,112.58,15.86,24.2,48.17,53.67,9.1,0.91,1.09,80.62,3.53,16.6,13.8,19
"186",195.37113,15.7220979,15.9942814,13.2630981,13.2630981,0.73,0.31,3.293144721,8.109889511,10.86596064,44.15278525,108.7332141,145.6851937,12.7,47.77,685.22,219.21,69.75,128.34,23.15,209.06,35.34,1.78,3.69,139.97,2.7,25.2,20.2,30.1
"187",27.43,9.9360777,8.9778599,8.4720032,8.4720032,0.49,0.19,61.22011846,80.44255288,258.0289084,4.525401616,5.946327254,19.07354099,16.86,38.35,231,47.37,34.95,27,15.6,80.11,14.29,0.66,1.12,120.47,2.49,25.6,22.4,28.6
"188",0.36,5.5387413,5.1369106,5.0445686,5.0445686,3.16,0.34,379.9272853,575.0777246,1115.452496,9.14095489,13.83622536,26.8375064,27.4,52.3,277.86,131.85,26.19,50.08,23.98,68.15,15.57,1.02,1.03,158.41,3.11,2.1,1.6,2.6
"189",20.117,12.5919634,10.1444687,7.051236,7.051236,0.38,0.12,84.73164561,137.2570886,221.9642319,15.63120325,25.32104073,40.94772382,3.8,52.59,540.3,150.32,39.37,59.2,17.35,84.81,18.2,0.89,2.14,104.65,3.32,17.1,12,22
"190",18.93,6.4647059,6.6852064,4.3618839,4.3618839,0.66,0.18,597.1407001,857.409909,1143.515004,231.4820379,332.3755908,443.2844443,6.3,41.2,393.06,111.5,17.28,55.51,47.66,81.49,64.98,7.25,31.73,168.44,2.42,8.1,3.6,12.4
"191",16.282,6.5137745,7.5606705,5.2168611,5.2168611,0.33,0.12,298.6722588,411.161662,599.0010222,114.0073002,156.9460492,228.646911,12.1,44.94,305.49,95.86,36.55,65.02,17.54,137.55,56.25,0.9,17.75,245.77,2.62,15.5,4.7,25.3
"192",237.838,8.4406733,6.6159594,9.060892,9.060892,0.26,0.11,5.136815339,3.176816563,44.40788951,0.378736361,0.234226046,3.274184753,57.02,29.8,283.58,55.86,6.81,18.94,13.41,25.5,13.21,0.1,0.31,156.73,4.6,26,26.4,25.4
"193",213.69184,20.5147725,23.3738716,19.9445514,19.9445514,0.4,0.23,0.15320727,0.472265659,0.98843023,7.046774033,21.72187643,45.46288498,14.6756,52.03,582.98,190.78,86.95,104.16,26.31,273.71,29.02,1.31,2.79,151.91,3.08,45.8,40.1,51.5
